bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,summary
4296,Gun  With Occasional Music,Jonathan Lethem,3.77,156028972,9.78E+12,eng,271,8141,786,09-01-2003,Mariner Books,
4297,As She Climbed Across the Table,Jonathan Lethem,3.67,375700129,9.78E+12,eng,212,4488,380,2/24/1998,Vintage,
4298,Living With the Passive-Aggressive Man,Scott Wetzler,4.03,671870742,9.78E+12,en-US,208,208,30,10-01-1993,Touchstone,
4299,Cypress Gardens (Images of America: Florida),Mary M. Flekke/Sarah E. MacDonald/Randall M. MacDonald,3,073854339X,9.78E+12,eng,128,5,1,11/27/2006,Arcadia Publishing (SC),
4300,The Organized Student: Teaching Children the Skills for Success in School and Beyond,Donna Goldberg/Jennifer Zwiebel,3.82,743270207,9.78E+12,en-US,246,222,26,07-05-2005,Touchstone,
4301,Beach Music,Pat Conroy,4.15,553381539,9.78E+12,eng,592,38496,2450,3/26/2002,Dial Press,
4302,Der Gesang Des Meeres. Beach Music,Pat Conroy,4.15,340412801X,9.78E+12,ger,894,7,2,04-01-1998,Lübbe,
4303,The Prince of Tides,Pat Conroy,4.24,553381547,9.78E+12,eng,679,178717,3473,3/26/2002,Dial Press Trade Paperback,
4304,Blessings,Belva Plain,3.91,440243254,9.78E+12,eng,393,2562,39,9/15/2010,Dell,
4305,Seven Complete Perry Mason Novels - The Case Of: The Foot-Loose Doll / The Glamorous Ghost / The Long-Legged Models / The Lucky Loser  The Screaming Woman / The Terrified Typist / The Waylaid Wolf,Erle Stanley Gardner,4.01,517293633,9.78E+12,eng,821,76,6,7/19/1994,Random House Value Publishing,
4306,The Case of the Glamorous Ghost (Perry Mason),Erle Stanley Gardner,3.89,345437861,9.78E+12,eng,232,604,35,2/29/2000,Fawcett Books,
4307,The Case of the Half-Wakened Wife,Erle Stanley Gardner,3.88,034537147X,9.78E+12,eng,245,435,23,3/13/1991,Fawcett,
4308,I Dreamed I Married Perry Mason (A Cece Caruso Mystery  #1),Susan Kandel,3.47,60581069,9.78E+12,eng,280,788,104,3/29/2005,Avon,
4309,The Case of the Terrified Typist (Perry Mason #49),Erle Stanley Gardner,3.75,034591483X,9.78E+12,eng,154,591,31,07-01-1999,Ballantine Books,
4310,The Case of the Curious Bride (Perry Mason Mystery),Erle Stanley Gardner,3.87,345437837,9.78E+12,eng,192,1559,61,01-04-2000,Fawcett,
4311,Fragile Things: Short Fictions and Wonders,Neil Gaiman,4,60515228,9.78E+12,eng,360,45473,2540,9/26/2006,William Morrow,
4312,The Good Fairies of New York,Martin Millar/Neil Gaiman,3.51,1933368365,9.78E+12,eng,242,4343,563,09-08-2006,Soft Skull Press,
4313,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,4.04,380789027,9.78E+12,eng,365,53464,1906,8/30/2005,Avon Books,
4314,Death: The High Cost of Living,Neil Gaiman/Chris Bachalo/Mark Buckingham/Tori Amos,4.19,1852864982,9.78E+12,eng,104,38276,462,06-09-1994,Titan Books,
4315,Stardust,Neil Gaiman,4.08,61142026,9.78E+12,eng,248,283274,11746,8/29/2006,Harper Perennial,
4316,The Facts in the Case of the Departure of Miss Finch,Neil Gaiman/Michael Zulli,3.54,1593076673,9.78E+12,eng,51,2038,198,04-01-2008,Dark Horse Books,
4317,The Diagnosis,Alan Lightman,2.86,375725504,9.78E+12,eng,384,898,123,2/19/2002,Vintage,
4318,The Best American Science Writing 2002,Matt Ridley/Jesse Cohen/Alan Lightman/Joseph D'Agnese,3.85,60936509,9.78E+12,eng,352,67,7,09-03-2002,Harper Perennial,
4319,The Complete Poetry,John Milton/John T. Shawcross,4.06,385023510,9.78E+12,en-US,672,3418,20,07-06-1971,Anchor,
4320,The Complete Poems and Major Prose,John Milton/Merritt Y. Hughes,4.18,872206785,9.78E+12,eng,1088,914,22,07-01-2003,Hackett Publishing Company  Inc.,
4321,The Man and the Author: John Milton: Twentieth Century Perspectives,J. Martin Evans,0,415940478,9.78E+12,eng,386,0,0,11-08-2002,Routledge,
4322,The Major Works,John Milton/Jonathan Goldberg/Stephen Orgel,4.24,019280409X,9.78E+12,eng,1008,285,12,04-03-2003,Oxford University Press,
4323,Christopher and His Kind,Christopher Isherwood,4.11,816638632,9.78E+12,eng,352,2261,88,9/18/2001,Univ Of Minnesota Press,
4324,The Condor And The Cows: A South American Travel Diary,Christopher Isherwood/William Caskey/Jeffrey Meyers,3.8,816639825,9.78E+12,eng,248,45,9,11-10-2003,Univ Of Minnesota Press,
4325,A Single Man,Christopher Isherwood,4.1,816638624,9.78E+12,eng,192,17451,1029,3/20/2001,Univ Of Minnesota Press,
4326,Christopher et son monde  1929-1939,Christopher Isherwood,4.11,2010080874,9.78E+12,fre,343,1,0,04-01-1981,Hachette Littérature,
4327,The Love of the Last Tycoon,F. Scott Fitzgerald,3.65,20199856,9.78E+12,eng,169,7135,386,4/14/1995,Scribner,
4328,About This Life,Barry  Lopez,4.13,186046565X,9.78E+12,eng,304,595,56,05-01-1999,The Harvill Press,
4329,Arctic Dreams,Barry  Lopez,4.21,375727485,9.78E+12,eng,496,5155,333,10-02-2001,Vintage,
4330,Field Notes: The Grace Note of the Canyon Wren,Barry  Lopez,4.13,1400075122,9.78E+12,eng,176,323,19,06-08-2004,Vintage,
4331,The Rediscovery of North America,Barry  Lopez,4.06,679740996,9.78E+12,eng,64,245,37,09-01-1992,Vintage,
4332,Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,Richard Rhodes,4,684844257,9.78E+12,eng,272,1121,76,5/22/1998,Simon  Schuster,
4333,How to Write: Advice and Reflections,Richard Rhodes,3.87,688149480,9.78E+12,eng,240,162,19,10/16/1996,William Morrow Paperbacks,
4334,John James Audubon,Richard Rhodes,4.13,037571393X,9.78E+12,eng,528,460,65,04-11-2006,Vintage,
4335,Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust,Richard Rhodes,4.05,375708227,9.78E+12,en-US,335,1864,93,12/18/2003,Vintage,
4336,A Hole in the World: An American Boyhood,Richard Rhodes,3.9,700610383,9.78E+12,eng,288,182,24,4/26/2000,University Press of Kansas,
4337,The Crack-Up,F. Scott Fitzgerald/Edmund Wilson,3.92,811212475,9.78E+12,eng,347,2477,133,4/30/2003,New Directions Publishing Corporation,
4338,Walden & Resistance to Civil Government (Critical Edition),Owen  Thomas/William John Rossi/Henry David Thoreau/William Rossi,3.95,393959058,9.78E+12,eng,482,233,23,8/19/1992,W.W. Norton & Company,
4339,Collected Essays and Poems,Henry David Thoreau/Elizabeth Hall Witherell,4.22,1883011957,9.78E+12,eng,703,328,9,4/23/2001,Library of America,
4340,The Portable Thoreau,Henry David Thoreau/Carl Bode,4.18,140150315,9.78E+12,eng,698,666,28,1/27/1977,Penguin Books,
4341,True Harvest: Readings From Henry David Thoreau For Every Day Of The Year,Henry David Thoreau/Barry M. Andrews,4.75,1558964908,9.78E+12,eng,304,8,2,10-07-2005,Skinner House Books,
4342,Civil Disobedience and Other Essays,Henry David Thoreau,4.06,1420925229,9.78E+12,eng,188,13736,189,01-01-2005,Digireads.com,
4343,Walden,Henry David Thoreau,3.79,691096120,9.78E+12,eng,352,128351,3652,4/18/2004,Princeton University Press,
4344,Interrupted Music: The Making of Tolkien's Mythology,Verlyn Flieger,4.21,873388240,9.78E+12,eng,192,131,8,3/31/2005,Kent State University Press,
4345,The Tolkien Fan's Medieval Reader,David E. Smith (Turgon of TheOneRing.net, one of the founding members of this Tolkien website)/Verlyn Flieger/Turgon (=David E. Smith),3.58,1593600119,9.78E+12,eng,400,26,4,04-06-2004,Cold Spring Press
4346,Touchy and Feely (Sissy Sawyer  #1),Graham Masterton,3.37,072789160X,9.78E+12,eng,208,86,12,02-01-2007,Severn House Publishers,
4347,Prey,Graham Masterton,3.83,843946334,9.78E+12,eng,352,812,51,11-01-1999,Leisure Books,
4348,Hidden World,Graham Masterton,3.47,727859625,9.78E+12,eng,182,58,5,03-01-2003,Severn House Publishers,
4349,The House That Jack Built,Graham Masterton,3.88,843947462,9.78E+12,eng,385,1596,64,06-01-2000,Leisure Books,
4350,The Riverside Milton,John Milton/Roy C. Flannagan,4.26,395809991,9.78E+12,eng,1248,772,19,03-09-1998,Cengage Learning,
4351,How to Read a Poem,Terry Eagleton,3.73,1405151412,9.78E+12,eng,182,445,44,10/20/2006,Wiley-Blackwell,
4352,The Gatekeeper: A Memoir,Terry Eagleton,3.78,312316135,9.78E+12,eng,192,96,10,06-02-2003,St. Martin's Griffin,
4353,The Ideology of the Aesthetic,Terry Eagleton,4.11,631163026,9.78E+12,eng,432,265,13,01-08-1991,Basil Blackwell (Cambridge  MA/Oxford),
4354,Marxism and Literary Criticism,Terry Eagleton,3.89,415285844,9.78E+12,eng,84,646,33,6/13/2002,Routledge,
4355,Children of God (The Sparrow  #2),Mary Doria Russell,4.06,044900483X,9.78E+12,eng,451,15158,1417,02-02-1999,Ballantine Books,
4356,When the Lion Feeds (Courtney  #1),Wilbur Smith,4.19,312940661,9.78E+12,eng,544,10311,350,10-03-2006,St. Martin's Paperbacks,
4357,Birds of Prey (Courtney #9),Wilbur Smith,4.19,312317115,9.78E+12,eng,560,8082,191,5/16/2003,St. Martin's Griffin,
4358,Alberic the Wise,Norton Juster/Leonard Baskin,3.73,887082432,9.78E+12,eng,24,103,9,09-01-1992,Picture Book Studio Ltd,
4359,The Hello  Goodbye Window,Norton Juster/Chris Raschka,3.87,786809140,9.78E+12,en-US,32,8898,1311,4/26/2005,Little  Brown Books for Young Readers,
4360,The Dot and the Line: A Romance in Lower Mathematics,Norton Juster,4.34,394733525,9.78E+12,eng,62,57,6,02-12-1977,Random House,
4361,Le Royaume fantôme,Norton Juster,4.21,2013218478,9.78E+12,fre,251,3,1,1/15/2003,Hachette Jeunesse,
4362,1632,Eric Flint,4.04,1416532811,9.78E+12,eng,597,8406,638,6/15/2006,Baen Books,
4363,Lützen 1632 : climax of the Thirty Years war,Richard Brzezinski/Graham Turner,3.56,1855325527,9.78E+12,eng,96,15,1,2/25/2001,Osprey Publishing,
4364,Marvels,Kurt Busiek/Alex Ross,4.22,785100490,9.78E+12,eng,216,23519,482,01-10-2007,Marvel Comics,
4365,Superman: Back in Action,Kurt Busiek/Fabian Nicieiza/Len Wein/Gerry Conway/Pete Woods/José Luis García-López,3.21,1401212638,9.78E+12,en-US,144,140,12,1/31/2007,DC Comics,
4366,Spider-Man: Saga of the Sandman,Stan Lee/Roy Thomas/Tom DeFalco/Kurt Busiek/Steve Ditko/Jack Kirby/Herb Trimpe/Ross Andru,3.43,785124977,9.78E+12,eng,176,46,5,3/21/2007,Marvel,
4367,Superman: Up  Up  and Away!,Kurt Busiek/Geoff Johns/Pete Woods/Renato Guedes,3.94,1401209548,9.78E+12,eng,192,1681,51,9/27/2006,DC Comics,
4368,Kingdom Come,Mark Waid/Alex Ross/Elliot S. Maggin,4.25,1563893304,9.78E+12,eng,231,47513,1000,10-01-1997,DC Comics,
4369,Fantastic Four  Volume 2,Mark Waid/Mike Wieringo/Howard Porter,3.92,078511775X,9.78E+12,eng,264,96,8,3/16/2005,Marvel Comics Group,
4370,The Flash: Dead Heat,Mark Waid/Oscar Jimenez/Humberto Ramos/José Marzán Jr./Wayne Faucher,3.93,1563896230,9.78E+12,eng,144,216,10,08-01-2000,DC Comics,
4371,Fantastic Four  Volume 3,Mark Waid/Mike Wieringo,3.95,785120114,9.78E+12,eng,256,118,5,11/23/2005,Marvel Comics Group,
4372,Underworld Unleashed,Mark Waid/Scott Peterson/Howard Porter/Dennis Janke/Phil Jimenez/J.H. Williams III/John Stokes/Mick Gray/Dan           Green,3.12,1563894475,9.78E+12,eng,176,111,6,04-01-1998,DC Comics,
4373,Fantastic Four  Vol 5: Disassembled,Mark Waid/Paco Medina,3.28,785115366,9.78E+12,eng,136,192,13,01-01-2005,Marvel Comics Group,
4374,Devilish,Maureen Johnson,3.46,1595140603,9.78E+12,eng,263,4782,463,09-07-2006,Razorbill,
4375,The Devilish Pleasures of a Duke (Boscastle  #6),Jillian Hunter,3.99,345487621,9.78E+12,eng,345,938,46,7/31/2007,Ballantine Books,
4376,A Devilish Dilemma,Judith A. Lansdowne,4.02,821758268,9.78E+12,eng,288,54,6,01-01-1998,Zebra,
4377,Paranoid Park,Blake Nelson,3.63,670061182,9.78E+12,en-US,180,1109,145,9/21/2006,Viking Books,
4378,Notes on a Scandal,Zoë Heller,3.71,141012250,9.78E+12,eng,244,1154,149,03-04-2004,Penguin,
4379,13 Little Blue Envelopes (Little Blue Envelope  #1),Maureen Johnson,3.64,60541431,9.78E+12,eng,322,70689,4067,12/21/2010,HarperCollins Publishers,
4380,My Ishmael (Ishmael  #3),Daniel Quinn,4.07,553379658,9.78E+12,eng,293,8654,412,10-06-1998,Bantam,
4381,Ishmael (Star Trek: The Original Series  #23),Barbara Hambly,3.93,671743554,9.78E+12,eng,256,1485,85,09-01-1991,Pocket Books,
4382,Mumbo Jumbo,Ishmael Reed/Gérard H. Durand,3.82,2879291488,9.78E+12,fre,292,34,1,01-05-1998,Éditions de L'Olivier,
4383,Flatland,Edwin A. Abbott/Rosemary Jann,3.82,192805983,9.78E+12,eng,176,314,43,09-01-2006,Oxford University Press,
4384,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.82,1406503436,9.78E+12,eng,100,11,1,1/16/2006,Dodo Press,
4385,Flatterland,Ian Stewart,3.71,330393774,9.78E+12,eng,295,24,3,03-07-2003,Pan Publishing,
4386,American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,2.83,321209184,9.78E+12,eng,792,1,0,03-04-2005,Longman Publishing Group,
4387,Essentials of American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,3.5,032127623X,9.78E+12,eng,604,4,0,04-01-2005,Longman Publishing Group,
4388,American Government: Continuity and Change  Texas Edition,Karen  O'Connor/Larry J. Sabato,2.83,321365607,9.78E+12,eng,1088,0,0,5/26/2005,Longman Publishing Group,
4389,Stardust of Yesterday (de Piaget  #9; de Paiget/MacLeod  #1),Lynn Kurland,4.09,042518238X,9.78E+12,eng,368,3709,169,04-01-2001,Berkley Publishing,
4390,Moonage Daydream: The Life & Times of Ziggy Stardust,David Bowie/Mick Rock,4.3,789313502,9.78E+12,eng,320,450,17,9/20/2005,Universe,
4391,From Sawdust to Stardust: The Biography of DeForest Kelley,Terry Lee Rioux,4.08,743457625,9.78E+12,eng,362,185,36,02-01-2005,Gallery Books,
4392,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1),Douglas Adams,4.22,1400052939,9.78E+12,eng,271,212,18,10/19/2004,Crown Publishing Group (NY),
4393,Coraline,Neil Gaiman/Dave McKean,4.06,61139378,9.78E+12,eng,162,403622,13096,8/29/2006,William Morrow Paperbacks,
4394,Jurassic Park Institute Dinosaur Field Guide,Michael K. Brett-Surman/Thomas R. Holtz Jr./Bob Walters,4.15,375812938,9.78E+12,en-US,160,2,1,06-12-2001,Random House Children's Books,
4395,Lost World of Agharti: The Mystery of Vril Power,Alec MacLellan,3.84,285633147,9.78E+12,eng,232,24,0,3/21/1996,Souvenir Press,
4396,I Am the Blues: The Willie Dixon Story,Willie Dixon/Don Snowden,4.02,306804158,9.78E+12,en-US,264,61,13,8/22/1990,Da Capo Press,
4397,Isaac Newton,James Gleick,3.84,1400032954,9.78E+12,eng,288,5495,324,06-08-2004,Vintage,
4398,Things Fall Apart: An Adapted Classic,Chinua Achebe,3.66,130235016,9.78E+12,eng,113,43,0,4/17/2000,Globe,
4399,The Stranger,Albert Camus/Stuart Gilbert,3.98,394700023,9.78E+12,en-US,154,1493,184,09-12-1954,Vintage,
4400,Having Our Say: The Delany Sisters' First 100 Years,Emily Mann/Sarah L. Delany/A. Elizabeth Delany/Amy Hill Hearth,4.02,822215020,9.78E+12,eng,62,81,9,03-01-1996,Dramatists Play Service,
4401,Retrospective  1964-1984,H.R. Giger/Kathi Christen/Adrienne Theimer/Ernst  Fuchs,4.35,1883398290,9.78E+12,eng,112,115,4,11-04-1997,Morpheus International,
4402,Handmaid's Tale,Margaret Atwood,4.11,860688666,9.78E+12,eng,324,400,35,4/14/1994,Virago Press Ltd,
4403,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn/H.T. Willetts,3.95,374529523,9.78E+12,eng,182,73577,2521,3/16/2005,Farrar  Straus and Giroux,
4404,The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  and Our Future,Richard B. Alley,3.98,691102961,9.78E+12,eng,229,143,18,7/21/2002,Princeton University Press,
4405,Collected Essays: Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays,James Baldwin/Toni Morrison,4.61,1883011523,9.78E+12,eng,869,1495,75,02-01-1998,Library of America (NY),
4406,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,3.9,385509847,9.78E+12,eng,388,5680,216,3/20/2007,Nan A. Talese,
4407,My Ántonia (Great Plains Trilogy  #3),Willa Cather,3.79,1583485090,9.78E+12,eng,232,91539,4662,2/20/2000,New Millennium Library,
4408,Marie Antoinette: The Journey,Antonia Fraser,3.93,385489498,9.78E+12,eng,512,1102,154,11-12-2002,Anchor,
4409,My Antonia (Great Plains trilogy #3),Willa Cather/Alyssa  Harad,3.79,743487699,9.78E+12,eng,314,5985,507,03-04-2009,Pocket Books,
4410,The Bush Agenda: Invading the World  One Economy at a Time,Antonia Juhasz,4.05,60846879,9.78E+12,eng,400,52,6,4/25/2006,William Morrow,
4411,Don Quixote: The Ormsby Translation  Revised  Backgrounds and Sources  Criticism,Miguel de Cervantes Saavedra/John Ormsby,3.87,393090183,9.78E+12,eng,1003,56,9,11-01-1980,W. W. Norton & Company,
4412,A Yellow Raft in Blue Water,Michael Dorris,3.86,312421850,9.78E+12,en-US,372,16190,897,03-05-2003,Picador USA,
4413,The Sound and the Fury,William Faulkner,3.86,679600175,9.78E+12,eng,368,518,80,09-05-1992,Modern Library,
4414,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,William Faulkner/David Minter/Noel Polk/Ben Wasson/C. Vann Woodward/Robert Penn Warren/Richard H. King/Jean-Paul Sartre/Irving Howe/Ralph Ellison,3.86,393964817,9.78E+12,eng,446,1020,126,12/17/1993,W. W. Norton & Company,
4415,CliffsNotes on Faulkner's The Sound and the Fury (Cliffs Notes),James Lamar Roberts/William Faulkner/CliffsNotes,3.74,822012197,9.78E+12,en-GB,72,30,9,10-03-1963,Cliffs Notes,
4416,Invisible Man,Ralph Ellison,3.86,679723137,9.78E+12,eng,581,334,44,01-12-1990,Vintage,
4417,The Friday Night Knitting Club (Friday Night Knitting Club  #1),Kate Jacobs,3.42,399154094,9.78E+12,eng,352,64473,7744,1/18/2007,G.P. Putnam's Sons,
4418,Lady Friday (The Keys to the Kingdom  #5),Garth Nix,3.92,439700884,9.78E+12,eng,320,19436,267,03-01-2007,Scholastic,
4419,Friday,Robert A. Heinlein,3.84,345414004,9.78E+12,eng,384,23064,476,6/17/1997,Del Rey,
4420,Starship Troopers,Robert A. Heinlein,4.01,441783589,9.78E+12,eng,335,164740,3962,5/15/1987,Ace Book,
4421,The Diamond Color Meditation: Color Pathway to the Soul,John  Diamond,5,1890995525,9.78E+12,eng,74,5,3,02-01-2006,Square One Publishers,
4422,Zodiac,Neal Stephenson/Jean-Pierre Pugi,3.72,2207252647,9.78E+12,fre,391,65,0,04-09-2002,Denoël,
4423,Sirens and Sea Monsters (Tales from the Odyssey #3),Mary Pope Osborne/Homer/Troy Howell,4.04,786809302,9.78E+12,en-US,112,371,22,8/18/2003,Disney-Hyperion,
4424,Dracula,Bram Stoker/Jan Needle/Gary Blythe,3.99,744586534,9.78E+12,eng,336,73,8,10-04-2004,Walker Books Ltd,
4425,The Bram Stoker Bedside Companion: 10 Stories by the Author of Dracula,Bram Stoker/Charles Osborne,3.44,800809637,9.78E+12,eng,224,21,2,06-01-1973,Taplinger Publ. Company,
4426,Macbeth (No Fear Shakespeare),William Shakespeare/SparkNotes/John Crowther,3.9,1586638467,9.78E+12,eng,219,1292,138,4/15/2003,SparkNotes,
4427,Death of a Dreamer (Hamish Macbeth  #22),M.C. Beaton,3.83,892967897,9.78E+12,eng,247,73,12,02-01-2006,Mysterious Press,
4428,The Crucible,Arthur  Miller/Christopher Bigsby,3.58,142437336,9.78E+12,eng,143,293374,6037,3/25/2003,Penguin Books,
4429,Crucible of War: The Seven Years' War and the Fate of Empire in British North America  1754 - 1766,Fred Anderson,4.16,375706364,9.78E+12,eng,912,3103,114,1/23/2001,Vintage,
4430,Spock: The Fire and the Rose (Star Trek: Crucible  #2),David R. George III,3.96,743491696,9.78E+12,eng,390,206,14,11/28/2006,Pocket Books,
4431,McCoy: The Provenance Of Shadows (Star Trek: Crucible  #1),David R. George III,4.14,743491688,9.78E+12,eng,640,332,38,8/29/2006,Pocket Books,
4432,Kirk: The Star to Every Wandering (Star Trek: Crucible  #3),David R. George III,3.69,074349170X,9.78E+12,eng,320,183,16,2/27/2007,Star Trek,
4433,Mr Tompkins in Paperback (Canto),George Gamow/Roger Penrose,4.19,521447712,9.78E+12,en-US,202,580,49,3/26/1993,Cambridge University Press,
4434,Thirty Years that Shook Physics: The Story of Quantum Theory,George Gamow,4.19,048624895X,9.78E+12,eng,224,958,28,07-01-1985,Dover Publications,
4435,The Great Divorce,C.S. Lewis,4.28,6280560,9.79E+12,eng,160,87527,3867,02-01-2002,HarperCollins,
4436,The Metaphysics of Star Trek,Richard Hanley,3.82,465091245,9.78E+12,eng,253,306,11,07-09-1997,Basic Books,
4437,The Very Best of the Feynman Lectures,Richard P. Feynman,4.18,465099009,9.78E+12,eng,180,123,21,10-04-2005,Basic Books,
4438,The Feynman Lectures on Physics Vols 3-4,Richard P. Feynman,4.71,738209252,9.78E+12,en-US,0,21,0,05-12-2004,Basic Books,
4439,The Feynman Lectures on Physics Vols 7-8,Richard P. Feynman,4.8,738209279,9.78E+12,en-US,0,20,0,01-03-2006,Basic Books,
4440,The Feynman Lectures on Physics Vols 5-6,Richard P. Feynman,4.59,738202835,9.78E+12,en-US,12,22,0,11-03-2004,Basic Books,
4441,The Feynman Lectures on Physics Vol 3,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,4.63,805390499,9.78E+12,eng,384,716,15,09-01-2005,Addison Wesley Publishing Company,
4442,Galactic Goodnight (Disney's Little Einsteins),Susan Ring/Kirk Albert Etienne,4.42,786849738,9.78E+12,eng,20,12,2,09-01-2006,Disney Press,
4443,What Einstein Told His Cook: Kitchen Science Explained,Robert L. Wolke/Marlene Parrish,3.86,393011836,9.78E+12,eng,320,3176,366,5/17/2002,W. W. Norton  Company,
4444,Mission: Where's June? (Disney's Little Einstein),Susan Ring/Kirk Albert Etienne/Kirk Etienne Albert/Michael James Luzzi,4.5,786855398,9.78E+12,eng,24,12,1,04-05-2006,Disney Press,
